ClaimNumber,Reserve_Profile,ExposureYear,IncurredLoss,UltimateLoss,AssignedEarmarkedLoss,FinancePremium,LossType,ClaimStatus,ReportedDate,SettlementDate,Currency,GeographicalLocation
CLM002553,Auto Liability,2022,54696.27,46602.82,49347.48,1546.21,Gross,Reopened,2017-12-31,2020-09-15,GBP,Paris
CLM002554,Workers Comp,2015,53218.19,33452.07,38673.79,4780.12,Net,Open,2019-02-12,,EUR,Sydney
CLM002555,Auto Liability,2019,14971.49,49752.8,48117.85,1728.16,Gross,Reopened,2022-08-23,2023-01-22,EUR,New York
CLM002556,Homeowners,2023,1078.16,94645.82,14840.19,4735.88,Net,Closed,2014-09-03,2017-02-20,GBP,Paris
CLM002557,Workers Comp,2014,81203.87,26725.82,38629.29,2365.83,Net,Reopened,2019-07-31,2020-11-05,EUR,Berlin
CLM002558,Commercial,2024,9669.88,39537.4,52818.36,7439.56,Gross,Open,2013-01-29,,CAD,Paris
CLM002559,Workers Comp,2024,63751.13,70741.07,34900.16,470.17,Gross,Reopened,2022-12-01,2023-01-13,CAD,London
CLM002560,Homeowners,2023,91547.03,35724.46,54516.06,5636.51,Gross,Closed,2023-04-17,2023-07-25,CAD,Paris
CLM002561,Homeowners,2013,21656.54,88707.91,36369.71,1860.99,Gross,Closed,2015-02-02,2016-12-13,GBP,Paris
CLM002562,Workers Comp,2017,66862.01,138553.23,27021.17,209.72,Gross,Reopened,2016-04-10,2017-06-24,CAD,Sydney
CLM002563,Workers Comp,2020,8791.16,112465.32,24636.6,8718.16,Net,Reopened,2024-12-26,2027-06-13,GBP,Toronto
CLM002564,Auto Liability,2021,60771.76,100297.57,33166.71,6780.97,Net,Open,2016-11-18,,GBP,London
CLM002565,Homeowners,2023,17229.24,87825.5,2335.63,1169.64,Gross,Open,2023-08-01,,GBP,Paris
CLM002566,Workers Comp,2013,73859.4,73704.24,53647.75,6707.91,Gross,Open,2019-08-17,,EUR,London
CLM002567,Workers Comp,2022,30821.9,28798.02,67685.9,6194.14,Net,Reopened,2015-06-24,2016-06-05,AUD,London
CLM002568,Homeowners,2019,46875.71,134311.86,28692.85,4838.9,Net,Closed,2014-12-03,2016-03-13,GBP,London
CLM002569,Workers Comp,2021,60343.62,38031.86,4159.63,4308.73,Net,Closed,2016-05-05,2018-01-16,CAD,Chicago
CLM002570,Auto Liability,2022,17956.07,14605.02,78948.66,8893.28,Gross,Reopened,2017-01-24,2017-07-18,GBP,Berlin
CLM002571,Homeowners,2011,74422.14,112752.26,21464.01,2602.45,Gross,Closed,2015-07-08,2018-01-07,USD,Berlin
CLM002572,Auto Liability,2024,30961.39,27166.71,10566.38,4103.44,Net,Closed,2015-12-08,2018-01-12,EUR,London
CLM002573,Auto Liability,2012,66574.81,56412.5,29895.32,3425.33,Net,Reopened,2018-04-17,2018-12-29,CAD,Sydney
CLM002574,Auto Liability,2015,16670.02,5214.45,59215.28,7757.77,Gross,Closed,2015-05-02,2016-06-16,EUR,Chicago
CLM002575,Auto Liability,2017,69123.65,21423.12,23866.37,9181.36,Net,Reopened,2013-02-17,2013-09-14,EUR,New York
CLM002576,Homeowners,2017,13690.62,26807.34,46188.9,8527.86,Gross,Open,2023-02-27,,USD,Los Angeles
CLM002577,Auto Liability,2024,43110.29,9107.11,33537.02,8017.5,Net,Closed,2021-08-02,2021-12-08,GBP,New York
CLM002578,Auto Liability,2020,25473.4,98841.89,9862.24,9870.54,Gross,Reopened,2018-08-15,2019-10-09,CAD,Berlin
CLM002579,Workers Comp,2024,75089.15,125714.16,26757.82,7032.02,Net,Closed,2012-07-24,2013-05-19,AUD,Sydney
CLM002580,Homeowners,2018,26941.47,56624.0,58127.21,7560.33,Net,Closed,2018-08-24,2021-04-25,EUR,Sydney
CLM002581,Homeowners,2016,88290.01,131311.9,49154.31,9831.46,Net,Open,2010-01-01,,AUD,Toronto
CLM002582,Commercial,2022,89290.2,32788.64,10022.38,268.51,Net,Reopened,2010-03-18,2012-06-16,AUD,Chicago
CLM002583,Homeowners,2011,20447.69,49483.17,13484.13,6413.67,Gross,Open,2023-11-05,,GBP,Chicago
CLM002584,Homeowners,2017,61770.75,23459.81,51438.3,7441.92,Net,Closed,2017-03-13,2019-06-01,AUD,Berlin
CLM002585,Commercial,2016,9684.05,93463.32,65166.53,9194.71,Gross,Closed,2016-01-05,2017-11-23,CAD,Sydney
CLM002586,Homeowners,2017,39762.17,63560.57,28283.22,8861.67,Net,Closed,2011-07-28,2012-06-06,GBP,Sydney
CLM002587,Homeowners,2021,71618.85,92379.22,47827.2,8451.21,Net,Reopened,2014-03-29,2014-05-19,AUD,New York
CLM002588,Homeowners,2012,66282.9,114489.56,14066.17,9468.75,Gross,Open,2010-07-05,,GBP,Sydney
CLM002589,Homeowners,2016,62845.37,82309.75,25254.42,5466.32,Net,Reopened,2022-08-23,2023-01-02,CAD,Sydney
CLM002590,Commercial,2019,28971.55,94516.92,2111.48,267.82,Net,Closed,2020-07-09,2020-09-12,EUR,Paris
CLM002591,Homeowners,2022,38424.47,140352.3,61577.94,308.33,Gross,Open,2019-07-25,,USD,London
CLM002592,Homeowners,2018,11191.67,45560.58,32380.28,5537.46,Net,Closed,2016-02-22,2016-12-21,GBP,Paris
CLM002593,Commercial,2012,72183.26,54515.43,65381.98,4465.67,Net,Open,2010-02-03,,USD,Chicago
CLM002594,Workers Comp,2023,50884.99,107937.8,56815.65,4622.2,Net,Reopened,2014-06-09,2014-11-28,EUR,New York
CLM002595,Auto Liability,2019,71167.8,92084.52,66385.17,4123.97,Gross,Reopened,2015-03-12,2017-09-22,CAD,New York
CLM002596,Workers Comp,2015,25645.41,27601.4,23209.86,9193.71,Net,Reopened,2016-09-21,2018-02-15,EUR,London
CLM002597,Commercial,2011,33119.38,57045.95,15216.14,3719.87,Gross,Reopened,2014-12-06,2017-08-09,USD,New York
CLM002598,Auto Liability,2011,34087.32,70707.86,77766.5,8591.02,Gross,Reopened,2024-10-30,2024-12-15,CAD,Chicago
CLM002599,Commercial,2014,3548.5,63489.09,57527.56,9048.07,Gross,Open,2022-09-07,,AUD,Toronto
CLM002600,Commercial,2014,34763.74,27562.95,66806.36,5095.12,Gross,Open,2015-09-15,,AUD,Los Angeles
CLM002601,Homeowners,2022,80527.15,138740.08,1544.1,4579.99,Net,Closed,2024-09-27,2025-07-31,GBP,Toronto
CLM002602,Auto Liability,2016,89832.55,114585.5,28679.7,7658.0,Net,Open,2013-11-06,,AUD,Berlin
CLM002603,Homeowners,2021,52303.61,72722.02,59553.93,7138.12,Gross,Closed,2020-02-06,2021-05-18,USD,Chicago
CLM002604,Auto Liability,2011,46094.67,102329.09,6699.64,3419.64,Net,Reopened,2017-04-06,2018-07-15,AUD,Los Angeles
CLM002605,Commercial,2020,4051.64,134695.12,45603.52,1204.97,Net,Open,2022-06-05,,GBP,New York
CLM002606,Commercial,2023,88041.23,21289.95,34611.29,2795.55,Net,Open,2013-04-01,,CAD,New York
CLM002607,Workers Comp,2022,2288.01,38305.58,1900.51,1484.08,Net,Reopened,2021-04-26,2023-04-11,AUD,Toronto
CLM002608,Auto Liability,2016,94530.26,81862.49,19260.06,3088.38,Net,Reopened,2015-11-10,2016-04-19,GBP,Berlin
CLM002609,Homeowners,2014,49432.41,120052.55,23140.96,2765.85,Net,Reopened,2017-05-02,2018-02-18,AUD,Paris
CLM002610,Workers Comp,2023,34851.51,6401.98,9392.87,6449.57,Gross,Closed,2020-05-22,2021-07-19,AUD,Berlin
CLM002611,Workers Comp,2015,92497.63,147618.7,50707.18,9554.06,Net,Closed,2017-06-12,2019-09-02,USD,Toronto
CLM002612,Workers Comp,2017,3414.71,68781.08,19770.63,6920.29,Gross,Open,2022-08-08,,GBP,Toronto
CLM002613,Homeowners,2019,58561.06,54525.44,22570.75,9281.16,Net,Reopened,2016-02-05,2016-09-29,GBP,Chicago
CLM002614,Workers Comp,2022,55344.32,44615.94,71909.97,7884.5,Gross,Open,2016-05-20,,EUR,Los Angeles
CLM002615,Homeowners,2023,22712.72,26979.15,37636.29,7333.2,Net,Reopened,2021-01-06,2021-09-18,EUR,London
CLM002616,Workers Comp,2021,43459.86,118944.51,31674.19,4257.81,Gross,Reopened,2022-03-09,2024-03-08,GBP,Chicago
CLM002617,Homeowners,2013,65574.14,143356.71,58047.75,3382.99,Gross,Reopened,2019-03-23,2020-07-29,USD,Berlin
CLM002618,Commercial,2022,72985.99,62633.07,72814.3,8493.52,Net,Reopened,2020-11-01,2021-11-23,AUD,Berlin
CLM002619,Commercial,2016,1070.97,142910.68,2490.39,9072.85,Net,Reopened,2011-05-03,2011-10-23,CAD,London
CLM002620,Commercial,2015,93748.49,123745.84,36134.99,4628.45,Gross,Closed,2023-12-20,2025-01-06,AUD,Toronto
CLM002621,Commercial,2019,17288.01,72676.62,49057.12,288.82,Net,Open,2010-10-06,,CAD,Paris
CLM002622,Commercial,2011,24124.46,101429.9,25825.77,7966.8,Net,Reopened,2017-02-04,2018-03-16,USD,London
CLM002623,Workers Comp,2024,27083.87,65812.64,61906.41,2993.67,Net,Closed,2011-10-12,2012-07-12,EUR,London
CLM002624,Workers Comp,2017,4744.19,84249.79,77732.43,296.9,Net,Closed,2018-02-26,2018-04-14,GBP,Sydney
CLM002625,Workers Comp,2019,13182.16,9648.9,75502.48,8088.89,Gross,Reopened,2010-12-21,2013-01-03,USD,Berlin
CLM002626,Homeowners,2018,98648.64,104743.26,21645.61,5270.66,Net,Reopened,2016-02-21,2018-03-07,CAD,Toronto
CLM002627,Homeowners,2014,32206.46,8870.87,18493.89,6915.07,Net,Closed,2023-06-01,2024-10-27,GBP,Sydney
CLM002628,Homeowners,2019,12414.81,122745.66,76620.5,9163.96,Net,Reopened,2016-10-16,2016-11-16,CAD,Los Angeles
CLM002629,Homeowners,2013,11592.13,123917.09,36960.96,5503.5,Net,Closed,2011-07-12,2014-03-17,AUD,Chicago
CLM002630,Commercial,2015,72226.54,36324.52,17059.67,5131.3,Gross,Reopened,2024-02-03,2025-03-14,AUD,Sydney
CLM002631,Commercial,2017,85602.3,49225.75,56706.26,3048.49,Net,Closed,2019-07-19,2022-02-16,AUD,Paris
CLM002632,Commercial,2020,26438.28,72715.25,23111.42,3190.9,Net,Reopened,2010-06-11,2012-01-27,GBP,Sydney
CLM002633,Auto Liability,2024,3070.04,89902.77,21746.13,8006.11,Net,Closed,2011-11-30,2012-06-12,EUR,Toronto
CLM002634,Workers Comp,2012,23085.91,43815.7,70400.3,4600.49,Gross,Open,2015-05-28,,EUR,London
CLM002635,Homeowners,2019,6595.05,89280.47,13417.09,1802.56,Net,Reopened,2019-09-15,2020-09-07,CAD,Toronto
CLM002636,Homeowners,2020,11236.1,45370.27,5619.24,1126.38,Gross,Reopened,2020-05-05,2022-03-20,EUR,Berlin
CLM002637,Commercial,2020,43719.3,9268.12,21900.32,4834.62,Net,Closed,2016-01-15,2017-05-06,EUR,Los Angeles
CLM002638,Homeowners,2010,23761.92,1376.6,48752.16,4756.56,Net,Reopened,2011-05-07,2011-09-05,CAD,Paris
CLM002639,Homeowners,2013,52078.64,16071.51,10285.48,6603.89,Gross,Open,2015-06-16,,CAD,Los Angeles
CLM002640,Workers Comp,2024,26095.88,119045.35,37991.78,4816.46,Gross,Open,2012-10-29,,CAD,Chicago
CLM002641,Commercial,2013,94113.19,144253.27,50373.3,1606.06,Net,Closed,2018-12-28,2021-08-25,GBP,Los Angeles
CLM002642,Workers Comp,2010,90688.45,64617.96,67974.59,5176.47,Net,Closed,2019-08-12,2021-05-14,CAD,Paris
CLM002643,Auto Liability,2018,57113.8,77389.91,18774.63,9086.54,Net,Reopened,2023-06-21,2023-08-28,GBP,Chicago
CLM002644,Auto Liability,2012,36087.98,22880.38,65479.03,1762.53,Net,Closed,2023-01-27,2024-05-06,GBP,Berlin
CLM002645,Auto Liability,2014,38733.54,83103.67,19175.05,6959.6,Net,Open,2012-02-25,,GBP,London
CLM002646,Commercial,2015,41773.38,22553.58,54302.94,6019.82,Gross,Open,2015-01-08,,CAD,Toronto
CLM002647,Homeowners,2017,73030.35,92070.94,34738.55,7536.14,Net,Reopened,2012-09-18,2015-05-21,EUR,London
CLM002648,Commercial,2015,45712.26,140055.54,9617.16,1675.88,Gross,Open,2021-07-08,,EUR,London
CLM002649,Commercial,2012,85816.26,30159.08,57283.95,9427.73,Gross,Closed,2014-11-19,2015-03-11,CAD,Toronto
CLM002650,Homeowners,2015,94465.38,114919.99,17812.13,6285.47,Net,Reopened,2024-03-12,2026-05-16,EUR,Berlin
CLM002651,Workers Comp,2010,34258.67,4501.86,14541.56,8501.3,Net,Reopened,2013-03-30,2015-04-06,CAD,Toronto
CLM002652,Auto Liability,2013,56508.75,56949.09,28986.67,2616.75,Gross,Reopened,2016-09-27,2016-11-22,GBP,Los Angeles
CLM002653,Workers Comp,2015,10410.6,17501.53,52436.57,7446.25,Gross,Closed,2014-07-27,2016-04-05,AUD,Berlin
CLM002654,Auto Liability,2016,20846.44,53518.84,19102.72,7854.1,Net,Reopened,2016-05-02,2018-08-15,USD,New York
CLM002655,Commercial,2020,41933.11,26857.0,15101.09,4094.87,Gross,Reopened,2011-07-26,2013-09-29,CAD,New York
CLM002656,Auto Liability,2022,21414.07,56622.44,1291.31,3962.74,Gross,Open,2021-10-10,,GBP,New York
CLM002657,Commercial,2020,87779.49,63210.9,37995.63,6646.4,Gross,Open,2020-03-27,,AUD,Los Angeles
CLM002658,Workers Comp,2019,16670.34,45788.08,34577.32,1115.4,Net,Reopened,2011-08-07,2011-10-20,GBP,Paris
CLM002659,Commercial,2012,46110.42,98836.67,19092.49,7409.12,Net,Closed,2016-01-30,2018-10-09,USD,Paris
CLM002660,Workers Comp,2018,60964.22,137908.96,4765.35,620.29,Gross,Closed,2010-11-04,2012-01-14,EUR,Chicago
CLM002661,Homeowners,2021,69494.53,60688.71,34625.84,2067.78,Gross,Closed,2022-06-12,2024-06-04,EUR,Sydney
CLM002662,Homeowners,2021,38923.87,29659.13,63162.31,6708.61,Net,Closed,2010-03-03,2012-06-07,GBP,Chicago
CLM002663,Homeowners,2016,87040.81,41337.69,57364.93,1163.57,Net,Open,2022-07-07,,USD,Berlin
CLM002664,Commercial,2023,57263.6,128246.12,68933.19,9724.05,Gross,Closed,2020-05-16,2022-10-25,GBP,Berlin
CLM002665,Homeowners,2010,44511.27,86174.32,1261.82,8710.28,Net,Closed,2015-11-04,2017-09-19,EUR,Toronto
CLM002666,Auto Liability,2011,7656.82,68796.64,77330.34,6337.76,Net,Reopened,2015-05-14,2016-12-27,GBP,Berlin
CLM002667,Workers Comp,2010,47004.26,23295.87,27642.27,8226.76,Net,Closed,2024-01-14,2026-03-16,AUD,Toronto
CLM002668,Workers Comp,2020,82252.85,68009.37,79236.62,8898.28,Net,Closed,2015-07-26,2017-05-03,USD,Sydney
CLM002669,Auto Liability,2018,61839.56,42495.31,20583.25,2742.86,Net,Closed,2020-04-20,2022-08-06,EUR,Toronto
CLM002670,Commercial,2018,83384.08,141531.31,37987.14,8524.23,Gross,Closed,2017-08-18,2019-08-28,GBP,New York
CLM002671,Commercial,2016,49907.16,132726.45,28637.25,2108.98,Gross,Open,2014-03-23,,USD,Toronto
CLM002672,Workers Comp,2019,12727.71,13501.48,28782.98,4250.75,Net,Reopened,2014-08-03,2016-11-01,GBP,Toronto
CLM002673,Homeowners,2012,2350.34,77981.37,67461.43,5670.94,Net,Open,2022-08-27,,EUR,Toronto
CLM002674,Commercial,2022,31018.74,34533.69,59840.31,7196.13,Net,Reopened,2010-02-03,2011-11-09,USD,Berlin
CLM002675,Commercial,2024,70101.06,62205.79,79376.04,495.38,Net,Reopened,2020-11-05,2022-01-19,EUR,London
CLM002676,Auto Liability,2014,79235.73,131650.35,49274.42,3046.99,Gross,Reopened,2017-08-31,2019-02-25,AUD,Chicago
CLM002677,Auto Liability,2024,30279.53,79599.66,37328.9,6163.49,Gross,Reopened,2015-01-30,2017-04-06,AUD,London
CLM002678,Homeowners,2013,50069.74,50798.08,7660.87,3702.21,Net,Open,2020-01-29,,CAD,Los Angeles
CLM002679,Commercial,2016,42690.77,31975.36,79726.63,7795.25,Net,Reopened,2017-05-09,2019-09-04,USD,London
CLM002680,Commercial,2023,41641.76,120248.4,44346.69,6586.19,Net,Closed,2012-11-23,2014-01-11,AUD,Los Angeles
CLM002681,Auto Liability,2018,23903.52,94053.18,56187.96,2497.13,Net,Closed,2022-04-29,2023-09-22,CAD,Berlin
CLM002682,Commercial,2021,14500.74,70741.75,32836.02,1630.1,Net,Reopened,2024-01-25,2025-10-18,USD,New York
CLM002683,Workers Comp,2011,20472.17,33405.17,44043.4,6364.66,Gross,Closed,2018-02-09,2018-06-19,EUR,London
CLM002684,Auto Liability,2022,6477.91,50802.71,75434.93,4614.58,Gross,Closed,2022-01-06,2022-05-29,GBP,London
CLM002685,Homeowners,2017,20614.94,144016.67,13730.35,1855.78,Net,Reopened,2017-03-12,2017-12-28,GBP,Paris
CLM002686,Auto Liability,2024,1910.89,78493.4,23743.62,3398.47,Net,Reopened,2020-06-17,2021-09-11,EUR,Paris
CLM002687,Commercial,2018,63098.58,60704.19,12588.75,3169.86,Gross,Reopened,2018-08-24,2018-11-15,AUD,Sydney
CLM002688,Homeowners,2019,32321.17,78691.88,63481.16,1259.69,Gross,Open,2019-12-23,,GBP,Chicago
CLM002689,Auto Liability,2023,97341.33,117069.29,5432.6,5559.71,Gross,Reopened,2020-04-20,2021-11-09,EUR,Chicago
CLM002690,Workers Comp,2019,20177.99,51676.23,6989.72,7683.76,Net,Reopened,2015-11-02,2017-12-22,CAD,Paris
CLM002691,Workers Comp,2018,35237.03,27627.21,24230.28,5839.58,Gross,Open,2011-08-30,,CAD,Los Angeles
CLM002692,Auto Liability,2023,36426.27,88155.48,41377.96,8297.66,Net,Closed,2016-06-13,2017-01-18,EUR,Los Angeles
CLM002693,Workers Comp,2019,1836.7,100115.41,32798.85,1450.17,Net,Open,2016-04-18,,USD,Chicago
CLM002694,Workers Comp,2023,84081.59,107194.98,4062.9,4469.0,Gross,Closed,2020-09-21,2023-03-06,AUD,Sydney
CLM002695,Workers Comp,2016,4167.45,132416.15,76620.58,6172.27,Net,Open,2021-09-15,,AUD,New York
CLM002696,Homeowners,2024,94077.8,56304.94,76253.13,6824.82,Gross,Reopened,2013-08-26,2015-03-25,EUR,Chicago
CLM002697,Workers Comp,2018,89315.36,12227.88,22708.83,7018.71,Net,Open,2020-12-22,,GBP,Toronto
CLM002698,Workers Comp,2018,54016.67,143793.94,58656.29,7343.86,Gross,Reopened,2016-10-09,2018-03-25,AUD,Toronto
CLM002699,Workers Comp,2023,54815.96,65816.78,46496.75,6584.01,Gross,Closed,2019-09-28,2020-05-03,AUD,Sydney
CLM002700,Homeowners,2012,65724.01,93865.37,19379.4,1123.44,Gross,Reopened,2020-03-22,2022-05-25,CAD,Sydney
CLM002701,Auto Liability,2013,39317.95,100279.49,21342.64,7014.0,Gross,Open,2015-09-18,,CAD,New York
CLM002702,Commercial,2011,65075.01,82430.54,39546.68,7302.87,Net,Open,2019-03-05,,CAD,New York
CLM002703,Workers Comp,2019,5432.07,31583.37,33829.34,9936.1,Gross,Closed,2023-06-13,2025-03-07,AUD,Berlin
CLM002704,Auto Liability,2012,6350.72,113516.31,23652.73,6994.95,Gross,Reopened,2011-01-11,2012-08-30,AUD,Toronto
CLM002705,Workers Comp,2020,46265.81,120759.04,64697.17,6930.94,Gross,Closed,2015-05-07,2017-01-04,AUD,Berlin
CLM002706,Homeowners,2020,55412.61,83393.36,38776.3,5245.17,Gross,Reopened,2020-02-28,2021-02-04,GBP,London
CLM002707,Auto Liability,2014,88893.95,73795.61,52560.42,8705.64,Net,Reopened,2015-09-20,2016-04-05,GBP,Los Angeles
CLM002708,Homeowners,2014,11361.4,17976.79,15547.24,9968.98,Gross,Closed,2014-08-21,2016-11-26,GBP,Los Angeles
CLM002709,Workers Comp,2015,82442.14,13508.8,42913.86,7834.64,Net,Closed,2019-09-26,2020-03-04,USD,New York
CLM002710,Workers Comp,2022,21794.69,51595.16,25779.1,6202.5,Net,Reopened,2021-09-20,2023-08-28,AUD,Toronto
CLM002711,Homeowners,2016,40014.28,47316.08,42349.88,973.76,Net,Closed,2010-03-13,2012-11-15,AUD,Toronto
CLM002712,Commercial,2016,32343.64,143094.81,62575.65,7322.04,Gross,Reopened,2014-11-10,2016-06-25,EUR,Berlin
CLM002713,Homeowners,2010,40615.37,117759.79,61628.6,7143.9,Net,Closed,2011-07-28,2012-01-25,EUR,Sydney
CLM002714,Workers Comp,2023,15899.05,99328.72,28660.54,7800.57,Gross,Closed,2022-10-09,2025-05-17,USD,Sydney
CLM002715,Homeowners,2011,50853.44,78129.57,55695.03,1420.64,Gross,Closed,2023-11-08,2024-03-21,EUR,New York
CLM002716,Commercial,2021,80362.62,25937.76,75332.55,6606.58,Gross,Open,2024-09-06,,GBP,Paris
CLM002717,Homeowners,2018,44711.87,146790.04,50240.71,3098.09,Net,Closed,2021-02-18,2021-06-19,USD,Los Angeles
CLM002718,Commercial,2019,49570.74,56881.06,12298.6,7650.66,Gross,Open,2020-02-25,,USD,Sydney
CLM002719,Commercial,2011,85027.99,16931.91,54536.84,2555.66,Net,Reopened,2010-06-02,2012-09-13,USD,London
CLM002720,Homeowners,2015,70899.75,74576.04,8839.9,6902.99,Net,Reopened,2024-09-18,2027-03-21,CAD,Toronto
CLM002721,Homeowners,2020,49554.99,131225.7,69832.78,3090.93,Net,Closed,2011-12-30,2014-01-28,EUR,Sydney
CLM002722,Auto Liability,2020,26511.87,133206.36,41574.51,288.14,Net,Open,2016-03-29,,AUD,New York
CLM002723,Workers Comp,2010,88607.75,2633.92,31118.69,6406.91,Gross,Reopened,2014-04-02,2015-12-01,CAD,London
CLM002724,Commercial,2012,58125.02,133058.07,5032.02,1310.04,Gross,Open,2020-01-12,,GBP,Los Angeles
CLM002725,Auto Liability,2011,22893.61,41451.15,30772.31,6661.06,Gross,Open,2019-10-08,,CAD,Los Angeles
CLM002726,Homeowners,2012,27642.86,6806.88,72304.93,9270.97,Gross,Reopened,2021-09-11,2021-11-07,GBP,Berlin
CLM002727,Workers Comp,2014,80510.18,127320.75,2168.15,9698.61,Gross,Open,2021-11-23,,AUD,Berlin
CLM002728,Auto Liability,2020,5370.41,129716.15,38234.53,2512.05,Net,Open,2018-07-04,,AUD,London
CLM002729,Commercial,2019,99217.13,89838.43,74527.07,8130.68,Net,Reopened,2023-05-29,2026-02-18,EUR,New York
CLM002730,Auto Liability,2015,13904.82,86590.63,31889.86,3664.82,Net,Closed,2012-09-26,2015-02-11,CAD,Chicago
CLM002731,Commercial,2018,79810.78,122154.92,34539.97,9024.48,Gross,Closed,2023-10-01,2025-04-26,AUD,Paris
CLM002732,Homeowners,2021,40082.76,118160.12,46495.52,7917.4,Net,Open,2013-02-08,,GBP,Chicago
CLM002733,Workers Comp,2020,49729.4,133625.72,37303.52,924.43,Gross,Closed,2022-12-26,2024-03-03,AUD,Berlin
CLM002734,Workers Comp,2024,88184.41,83359.37,13903.83,4189.94,Net,Reopened,2018-08-12,2019-01-24,EUR,Toronto
CLM002735,Workers Comp,2024,41878.21,145179.42,1975.17,3505.71,Net,Reopened,2017-06-08,2017-09-13,GBP,Los Angeles
CLM002736,Homeowners,2019,54211.88,149425.88,48980.03,7894.77,Net,Reopened,2010-12-20,2011-06-21,USD,Los Angeles
CLM002737,Commercial,2021,5880.67,18365.15,73704.12,4220.8,Gross,Open,2024-10-07,,EUR,Toronto
CLM002738,Homeowners,2021,1232.4,127582.02,8955.95,6908.97,Gross,Reopened,2023-10-18,2024-10-07,EUR,Chicago
CLM002739,Workers Comp,2022,25235.19,75473.52,17270.74,6103.87,Gross,Open,2013-07-26,,USD,Los Angeles
CLM002740,Homeowners,2013,68377.73,58747.38,29933.24,9761.26,Gross,Open,2021-03-06,,AUD,Los Angeles
CLM002741,Homeowners,2016,13005.22,92347.77,64795.01,9390.29,Net,Reopened,2020-03-20,2020-11-01,EUR,Los Angeles
CLM002742,Homeowners,2015,12262.43,9338.87,21906.2,4391.46,Gross,Reopened,2022-08-27,2023-01-11,USD,New York
CLM002743,Commercial,2011,41685.1,76462.71,70623.33,7291.07,Gross,Open,2011-05-25,,USD,Chicago
CLM002744,Auto Liability,2019,65135.87,130762.69,4869.15,8328.71,Net,Reopened,2014-03-18,2014-10-19,EUR,New York
CLM002745,Auto Liability,2020,71495.13,32805.77,75306.05,9009.08,Net,Closed,2010-06-27,2011-10-23,CAD,Paris
CLM002746,Homeowners,2020,18666.62,64532.09,45079.39,867.72,Net,Open,2016-07-04,,EUR,Toronto
CLM002747,Auto Liability,2020,8879.23,140982.65,52872.83,3160.37,Gross,Open,2012-03-11,,CAD,New York
CLM002748,Auto Liability,2024,94099.31,64856.01,29731.32,3338.25,Net,Reopened,2018-11-18,2019-03-10,AUD,London
CLM002749,Homeowners,2024,26805.97,54396.78,62668.55,4457.57,Net,Reopened,2020-01-15,2021-11-24,USD,New York
CLM002750,Homeowners,2017,85481.3,66639.96,13742.02,1858.79,Gross,Open,2012-07-26,,GBP,Chicago
CLM002751,Workers Comp,2016,86485.65,78398.46,4388.49,5062.82,Net,Open,2018-04-16,,EUR,Los Angeles
CLM002752,Auto Liability,2024,77479.74,95166.71,31943.6,6699.5,Gross,Open,2015-07-14,,GBP,Toronto
CLM002753,Commercial,2024,17714.53,120303.23,68368.81,5074.17,Gross,Reopened,2017-08-14,2018-07-30,AUD,Chicago
CLM002754,Homeowners,2016,82358.34,68363.23,60516.68,6724.77,Gross,Open,2019-09-11,,EUR,Paris
CLM002755,Workers Comp,2023,77155.81,122804.66,41613.9,851.13,Net,Closed,2015-05-29,2016-03-31,GBP,Sydney
CLM002756,Commercial,2024,60075.58,80524.38,45984.95,8784.68,Net,Closed,2014-02-27,2015-11-30,AUD,Chicago
CLM002757,Auto Liability,2017,34383.0,51433.6,10826.48,9402.88,Net,Reopened,2017-04-23,2017-06-05,CAD,Chicago
CLM002758,Workers Comp,2021,26988.35,99034.67,67334.18,6255.49,Gross,Open,2013-06-12,,AUD,Paris
CLM002759,Homeowners,2021,13067.03,107940.62,63063.29,8837.63,Net,Open,2018-07-08,,EUR,New York
CLM002760,Commercial,2022,51465.95,84149.3,52689.4,1488.17,Gross,Closed,2013-05-27,2014-11-01,EUR,Berlin
